API,label
opentargets.io,3
orghunter.com,2
osf.io,3
osisoft.com,3
owler.com,2
oxforddictionaries.com,3
paccurate.io,1
pandorabots.com,2
passwordutility.net,1
patientview.org,2
paylocity.com,2
payments.service.gov.uk:payments,2
payrun.io,3
peel-ci.com,1
personio.de:authentication,1
personio.de:personnel,2
phila.gov:pollingplaces,1
polygon.io,2
postmarkapp.com:account,2
postmarkapp.com:server,3
posty-api.herokuapp.com,3
ptv.vic.gov.au,2
qualpay.com,2
quotes.rest,2
rbaskets.in,2
rebilly.com,3
receptive.io,3
refugerestrooms.org,1
reverb.com,3
ritc.io,3
ritekit.com,2
roaring.io,2
rottentomatoes.com,2
rummblelabs.com,2
runscope.com,3
salesloft.com,3
schooldigger.com,2
scrapewebsite.email,1
selectpdf.com,1
semantria.com,3
sendgrid.com,3
shipstation.com,3
simplyrets.com,1
slack.com,3
slicebox.local,3
slideroom.com,2
smart-me.com,3
solarvps.com,2
spectrocoin.com,1
spinbot.net,1
spinitron.com,2
spotify.com,3
squareup.com,3
stackexchange.com,3
staging-ecotaco.com,3
statsocial.com,2
stoplight.io,2
storecove.com,2
stormglass.io,1
stripe.com,3
surrey.ca:open511,1
surrey.ca:trafficloops,1
swagger.io:generator,2
swaggerhub.com,2
synq.fm,2
taggun.io,2
taxamo.com,3
taxrates.io,2
tfl.gov.uk,3
thenounproject.com,2
thesmsworks.co.uk,3
thetvdb.com,3
traccar.org,3
transavia.com,1
trello.com,3
turbinelabs.io,3
tvmaze.com,3
twilio.com,3
twinehealth.com,3
twitter.com,3
tyk.com,2
uebermaps.com,3
vatapi.com,2
versioneye.com,3
vestorly.com,3
victorops.com,3
visagecloud.com,3
vocadb.net,3
voodoomfg.com,2
waag.org,3
walmart.com:inventory,1
walmart.com:item,2
walmart.com:order,2
walmart.com:price,1
watchful.li,3
waterlinked.com,2
wavecell.com,1
wealthport.com,3
weatherbit.io,3
weber-gesamtausgabe.de,2
whapi.com:accounts,1
whapi.com:bets,2
whapi.com:locations,1
whapi.com:numbers,1
whapi.com:sessions,1
whapi.com:sportsdata,2
who-hosts-this.com,1
wikimedia.org,3
windows.net:batch-BatchService,3
windows.net:graphrbac,3
winning.email,1
winsms.co.za,2
wmata.com:bus-realtime,1
wmata.com:bus-route,2
wmata.com:incidents,2
wmata.com:rail-realtime,1
wmata.com:rail-station,2
wordassociations.net,1
wordnik.com,3
wowza.com,3
wso2apistore.com:transform,1
xero.com,3
xkcd.com,1
yunbi.com,2
zalando.com,2
zappiti.com,2
zoom.us,3
zoomconnect.com,3
zuora.com,3
